,GRADE,SCPUBPRI,DISTASSI,SCHRTSCHL,SSAMSC,SEGRADES,SEADPLCXX,SEREPEAT,SESUSOUT,SESUSPIN,SEEXPEL,CDOBMM,CDOBYY,CPLCBRTH,CMOVEAGE,CHISPAN,CAMIND,CASIAN,CBLACK,CPACI,CWHITE,CHISPRM,CSEX,CENGLPRG,DISABLTYX,DISBLTY2X,RACEETHN,RACEETH2,ZIP18PO2,ZIPBLHI2,ZIPLOCL,S16NUMST,S16PBPV,S16TYPE,AGE2015,target
12938,7,4,1,2,2,2,-1,2,2,2,2,5,2006,1,-1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,3,42,1,1,4,9,False
13643,15,4,1,2,1,3,2,2,2,2,2,7,1997,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,3,4,11,4,1,4,18,False
12496,15,4,2,1,1,2,2,2,1,2,2,8,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,11,1,1,4,17,False
7502,12,4,2,2,1,1,2,2,2,2,2,12,2000,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,4,4,21,4,1,4,15,False
3207,14,4,1,2,1,1,2,2,2,2,2,3,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,3,2,42,3,1,4,16,False
12001,15,2,-1,-1,1,1,1,2,2,2,2,1,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,11,4,2,2,17,False
4038,15,4,1,2,1,1,1,2,2,2,2,12,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,4,1,4,17,False
2617,5,4,1,2,1,1,-1,2,2,2,2,1,2008,3,0,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,4,11,2,1,4,7,False
6745,10,4,1,2,1,2,-1,2,2,2,2,7,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,43,1,1,4,12,False
8140,9,4,1,2,1,3,-1,1,2,2,2,8,2003,1,-1,1,1,2,1,2,2,2,1,-1,2,2,3,3,1,2,11,4,1,4,12,False
2008,14,4,2,2,1,2,1,2,2,2,2,12,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,3,21,3,1,4,17,False
1105,14,4,1,2,1,2,1,2,2,2,2,11,1999,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,3,4,21,4,1,4,16,False
9015,14,4,1,2,1,2,2,2,2,2,2,3,1999,1,-1,1,1,2,2,2,2,2,1,-1,2,2,3,3,3,4,21,4,1,4,16,False
11699,12,4,1,2,1,4,1,2,2,2,2,9,2001,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,21,3,1,4,14,False
13130,5,4,1,2,1,1,-1,2,2,2,2,1,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,4,41,1,1,4,6,False
1721,14,4,2,2,1,1,1,2,2,2,2,7,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,23,4,1,4,17,False
209,4,4,1,2,1,1,-1,2,2,2,2,10,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,41,1,1,4,7,False
9177,8,4,2,2,1,3,-1,2,2,2,2,12,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,3,4,43,2,1,4,10,False
3042,5,4,2,1,1,1,-1,2,2,2,2,3,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,4,11,2,1,4,7,False
327,8,4,1,2,1,4,-1,2,2,2,2,8,2005,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,2,32,2,1,4,10,False
12007,7,4,1,2,2,1,-1,2,2,2,2,5,2004,1,-1,2,2,1,2,2,2,2,2,2,2,2,4,4,2,3,21,2,1,4,11,False
12076,5,4,2,2,1,1,-1,2,2,2,2,1,2008,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,3,21,2,1,4,7,False
2904,12,4,1,2,1,2,1,2,2,2,2,8,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,22,4,1,4,14,False
5572,10,4,1,2,1,2,-1,2,2,2,2,11,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,22,2,1,4,13,False
11702,15,1,-1,-1,1,1,1,2,2,2,2,1,1998,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,4,4,11,4,2,1,17,False
10558,11,2,-1,-1,1,1,-1,2,2,2,2,8,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,1,2,2,14,False
4519,4,4,1,2,1,1,-1,2,2,2,2,5,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,21,3,1,4,6,False
4576,11,4,1,2,1,1,-1,2,2,2,2,10,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,41,2,1,4,14,False
13284,14,2,-1,-1,1,1,1,2,2,2,2,1,1998,3,12,2,2,1,2,2,2,2,2,-1,2,2,4,4,2,3,11,3,2,2,17,False
2963,13,4,1,2,1,1,1,2,2,2,2,5,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,32,2,1,4,15,False
4946,2,1,-1,-1,1,5,-1,2,2,2,2,1,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,2,2,1,5,False
11122,4,1,-1,-1,1,1,-1,2,2,2,2,11,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,11,3,2,1,6,False
7356,6,1,-1,-1,1,1,-1,2,2,2,2,4,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,2,3,12,2,2,1,8,False
8121,12,4,2,1,1,2,2,2,1,1,2,6,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,4,11,4,1,4,14,True
8558,14,4,1,1,1,3,1,2,2,2,2,8,1998,3,16,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,21,4,1,4,17,False
8641,2,4,1,2,1,5,-1,2,2,2,2,3,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,13,3,1,4,5,False
13055,9,4,1,2,1,4,-1,2,2,2,2,6,2004,1,-1,2,1,2,2,2,2,2,2,-1,2,2,4,5,2,2,42,1,1,4,11,False
5344,7,4,2,2,1,2,-1,2,2,2,2,9,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,33,1,1,4,10,False
668,8,4,1,2,1,3,-1,2,1,1,2,12,2004,1,-1,2,2,1,2,2,1,2,1,-1,1,1,4,5,3,3,21,2,1,4,11,False
3770,4,4,2,2,2,1,-1,2,2,2,2,4,2009,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,11,3,1,4,6,False
10767,9,4,1,2,1,1,-1,2,2,2,2,2,2004,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,21,1,1,4,11,False
11738,9,4,1,2,1,1,-1,2,2,2,2,1,2004,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,1,1,31,2,1,4,11,False
2896,12,4,1,2,1,2,2,2,1,1,2,10,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,32,3,1,4,15,False
2277,13,4,1,2,1,1,2,2,2,2,2,6,2000,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,1,21,4,1,4,15,False
8194,12,4,1,2,1,1,1,2,2,2,2,1,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,4,1,4,14,False
646,5,4,1,2,1,2,-1,2,2,2,2,10,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,12,2,1,4,8,False
3080,8,4,1,2,1,1,-1,2,2,2,2,4,2005,3,7,2,2,1,2,2,2,2,1,-1,2,2,4,4,2,4,21,1,1,4,10,False
1833,14,4,1,2,1,2,2,2,2,2,2,8,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,4,1,4,16,False
8213,14,4,1,2,1,3,1,2,2,2,2,3,1999,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,1,4,12,5,1,4,16,False
9476,15,4,1,2,1,1,1,2,2,2,2,9,1997,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,5,1,4,18,False
8407,4,4,2,2,1,2,-1,2,2,2,2,5,2009,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,2,3,11,2,1,4,6,False
546,11,4,1,2,1,1,-1,2,2,2,2,9,2002,1,-1,2,2,2,1,2,1,2,1,-1,1,1,4,5,2,3,21,4,1,4,13,False
5315,11,4,1,2,1,3,-1,2,1,1,2,4,2002,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,1,4,21,1,1,4,13,False
4965,4,4,1,2,1,2,-1,2,2,2,2,9,2008,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,4,4,21,3,1,4,7,False
8930,6,4,1,2,1,5,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,3,21,2,1,4,9,False
4739,10,4,1,2,1,1,-1,2,2,2,2,5,2003,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,3,21,2,1,4,12,False
12849,2,4,1,2,1,5,-1,2,2,2,2,12,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,4,32,2,1,4,6,False
9720,14,4,1,2,1,1,2,2,2,2,2,10,1998,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,3,21,4,1,4,17,False
13985,13,4,1,2,1,2,2,2,2,2,2,6,2000,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,2,12,5,1,4,15,False
2387,7,4,1,2,1,2,-1,2,2,2,2,1,2006,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,1,2,21,2,1,4,9,False
8510,9,4,1,2,1,1,-1,2,2,2,2,11,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,2,23,2,1,4,12,False
12492,14,4,2,1,2,3,2,2,1,2,2,8,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,31,1,1,4,17,False
7994,5,4,2,1,1,1,-1,2,2,2,2,2,2008,1,-1,1,2,2,2,2,2,1,1,2,2,2,3,3,4,4,12,3,1,4,7,False
5060,5,3,-1,-1,1,1,-1,2,2,2,2,9,2008,1,-1,2,2,2,2,1,2,2,1,-1,2,2,4,4,2,3,21,2,2,2,7,False
10353,2,4,1,2,1,5,-1,2,2,2,2,3,2010,3,5,2,2,1,2,2,2,2,1,-1,2,2,4,4,1,2,21,2,1,4,5,False
11263,4,4,1,2,1,5,-1,2,2,2,2,9,2009,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,2,32,2,1,4,6,False
2152,6,4,1,2,1,3,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,1,13,2,1,4,9,False
9387,8,4,1,2,1,2,-1,2,2,2,2,11,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,1,21,3,1,4,11,False
11072,14,4,1,2,1,3,1,2,2,2,2,6,1999,1,-1,1,2,2,2,2,1,2,2,1,2,2,3,3,3,4,41,1,1,4,16,False
8446,9,4,1,2,1,1,-1,2,2,2,2,9,2003,1,-1,2,2,1,2,2,1,2,1,-1,2,2,4,5,1,2,21,4,1,4,12,False
10452,5,4,1,2,1,1,-1,1,2,2,2,9,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,13,3,1,4,8,False
10761,13,4,1,2,1,3,2,1,1,1,2,6,1999,3,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,32,3,1,4,16,True
942,8,4,1,2,1,1,-1,2,2,2,2,11,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,3,1,4,11,False
7264,9,4,1,2,1,1,-1,2,2,2,2,9,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,41,3,1,4,12,False
6010,6,4,1,2,1,2,-1,2,2,2,2,1,2006,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,21,3,1,4,9,False
5036,2,4,1,2,1,5,-1,2,2,2,2,8,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,2,1,4,5,False
5135,4,4,1,2,1,1,-1,2,2,2,2,1,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,21,3,1,4,6,False
10966,15,4,2,2,1,2,1,1,2,2,2,11,1998,1,-1,2,2,1,2,2,2,2,1,2,2,2,4,4,3,4,11,2,1,4,17,False
8141,7,3,-1,-1,1,5,-1,2,2,2,2,2,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,32,1,2,3,9,False
12035,14,4,1,2,1,1,1,2,2,2,2,5,1999,1,-1,1,2,2,2,2,2,1,1,2,2,2,3,3,1,2,41,4,1,4,16,False
2540,9,4,1,2,1,1,-1,2,2,2,2,12,2003,1,-1,1,2,2,2,2,2,1,2,1,2,2,3,3,2,3,21,3,1,4,12,False
12600,10,4,1,2,1,3,-1,2,2,2,2,3,2003,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,4,32,2,1,4,12,False
9806,6,4,2,1,1,1,-1,2,2,2,2,11,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,3,21,3,1,4,9,False
10714,11,4,1,2,1,1,-1,2,2,2,2,3,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,3,1,4,13,False
3588,11,1,-1,-1,1,1,-1,2,2,2,2,11,2001,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,3,12,1,2,1,14,False
1057,5,4,1,2,1,5,-1,2,2,2,2,12,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,41,2,1,4,8,False
3717,6,4,1,2,1,2,-1,2,2,2,2,10,2007,1,-1,2,2,1,2,2,1,2,1,-1,2,2,4,5,2,3,11,3,1,4,8,False
4247,15,4,1,2,1,2,2,2,2,2,2,3,1998,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,4,21,4,1,4,17,False
10753,4,4,1,2,1,1,-1,2,2,2,2,1,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,13,2,1,4,6,False
1866,9,4,1,2,1,2,-1,2,2,2,2,7,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,32,1,1,4,11,False
3188,13,4,1,2,1,3,2,2,1,2,2,12,2000,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,12,3,1,4,15,False
1533,6,4,1,2,1,1,-1,2,2,2,2,4,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,3,1,4,8,False
10095,11,4,1,2,1,1,-1,2,2,2,2,3,2002,1,-1,1,2,2,2,1,2,2,1,-1,2,2,3,3,1,2,21,4,1,4,13,False
12710,12,4,1,2,1,2,1,2,1,2,2,4,2001,1,-1,2,2,2,1,2,1,2,2,-1,1,1,4,5,3,4,13,4,1,4,14,False
12093,14,4,1,2,1,1,1,2,2,2,2,8,1999,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,2,41,4,1,4,16,False
11224,11,4,1,2,1,1,-1,2,2,2,2,11,2001,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,2,3,21,3,1,4,14,False
682,4,4,1,2,1,1,-1,2,2,2,2,7,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,42,2,1,4,6,False
1857,7,4,1,2,1,1,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,4,1,13,3,1,4,9,False
12952,12,4,1,2,1,1,1,2,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,4,1,4,14,False
7828,13,4,1,2,1,1,1,2,2,2,2,3,2000,3,2,1,2,2,2,2,1,2,2,2,2,2,3,3,3,3,21,4,1,4,15,False
12053,14,4,1,2,1,1,1,2,2,2,2,7,1998,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,1,42,2,1,4,17,False
13634,11,4,1,2,1,2,-1,1,1,2,2,7,2001,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,21,1,2,3,14,False
4139,12,4,1,2,1,1,1,2,2,2,2,10,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,4,12,4,1,4,15,False
881,5,4,2,2,1,1,-1,2,1,2,2,2,2008,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,1,3,21,3,1,4,7,False
3297,10,4,1,2,1,1,-1,2,2,2,2,2,2003,3,3,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,21,2,1,4,12,False
13480,2,4,1,2,1,1,-1,2,2,2,2,9,2009,1,-1,2,2,1,2,2,1,2,1,-1,2,1,4,5,2,2,11,2,1,4,6,False
1606,6,4,1,2,1,4,-1,2,2,2,2,3,2007,1,-1,1,2,2,2,2,1,2,1,2,2,2,3,3,4,4,21,2,1,4,8,False
5488,5,4,1,2,1,5,-1,1,2,2,2,2,2007,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,2,32,2,1,4,8,False
7142,5,4,1,2,1,5,-1,2,2,2,2,2,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,2,1,4,7,False
4935,15,4,1,2,1,1,1,2,2,2,2,6,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,32,3,1,4,17,False
6852,4,4,1,2,1,1,-1,2,2,2,2,9,2008,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,3,4,12,3,1,4,7,False
141,15,4,1,2,1,2,1,2,2,2,2,11,1997,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,5,1,4,18,False
13018,13,4,2,2,1,1,1,2,2,2,2,12,2000,1,-1,2,2,1,2,2,2,2,1,2,2,2,4,4,1,3,21,5,1,4,15,True
11102,9,4,1,2,1,1,-1,2,2,2,2,5,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,23,3,1,4,11,False
13141,10,4,1,2,1,2,-1,2,2,2,2,3,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,11,4,1,4,11,False
496,9,4,2,2,1,1,-1,2,2,2,2,5,2004,1,-1,2,2,1,1,2,1,2,2,-1,2,2,4,5,3,4,11,4,1,4,11,False
6808,13,4,2,2,1,2,2,2,2,2,2,10,1999,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,11,5,1,4,16,False
13990,15,4,1,2,1,1,2,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,2,21,1,1,4,17,False
13906,5,4,1,2,1,5,-1,2,2,2,2,12,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,2,1,4,7,False
8394,4,4,1,2,1,5,-1,2,2,2,2,1,2009,1,-1,2,2,1,2,2,1,2,2,-1,2,2,4,5,1,1,21,2,1,4,6,False
11601,11,1,-1,-1,1,1,-1,2,2,2,2,4,2002,1,-1,2,2,1,2,2,2,2,1,1,2,2,4,4,3,3,13,3,2,1,13,False
13128,11,4,1,2,2,3,-1,1,1,1,2,4,2001,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,3,21,2,1,4,14,False
879,3,4,1,2,1,5,-1,2,2,2,2,5,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,2,1,4,5,False
13644,14,1,-1,-1,1,1,1,2,2,2,2,6,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,4,2,1,16,False
6058,5,3,-1,-1,1,1,-1,2,2,2,2,12,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,1,21,1,2,3,8,False
4991,7,3,-1,-1,1,5,-1,2,2,2,2,11,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,11,2,2,3,10,False
10809,2,4,1,2,1,5,-1,2,2,2,2,3,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,3,1,4,5,False
15,11,4,2,1,1,2,-1,2,2,2,2,1,2002,1,-1,1,2,2,2,2,2,1,2,1,2,2,3,3,4,4,11,4,1,4,13,False
2886,7,4,1,2,1,2,-1,2,2,2,2,5,2006,1,-1,1,2,2,2,2,1,2,1,1,2,2,3,3,2,4,21,2,1,4,9,False
12109,15,4,2,2,1,1,2,2,2,2,2,9,1997,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,3,22,4,1,4,18,False
5468,8,2,-1,-1,1,1,-1,2,2,2,2,8,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,1,2,2,10,False
5915,6,4,1,2,1,1,-1,1,2,2,2,9,2006,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,4,11,2,1,4,9,False
10692,15,4,1,2,1,2,2,2,2,1,1,9,1998,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,1,3,21,3,1,4,17,False
12294,10,4,1,2,1,2,-1,2,1,1,2,4,2003,3,2,1,2,2,2,2,1,2,1,-1,2,1,3,3,3,4,21,4,1,4,12,False
7552,7,4,1,2,1,2,-1,2,2,2,2,9,2006,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,2,3,13,2,1,4,9,False
2493,11,4,1,2,1,3,-1,2,2,2,2,3,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,41,4,1,4,13,False
1023,5,4,1,1,1,1,-1,2,2,2,2,12,2007,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,4,4,13,2,1,4,8,False
5210,4,2,-1,-1,1,5,-1,2,2,2,2,1,2009,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,2,21,2,2,2,6,False
13133,6,4,1,1,1,1,-1,2,2,2,2,11,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,23,2,1,4,9,False
7962,4,4,1,2,1,1,-1,2,2,2,2,10,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,3,12,3,1,4,7,False
3356,13,4,1,2,1,2,2,2,2,2,2,3,1999,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,42,2,1,4,16,False
7407,5,4,1,2,1,3,-1,2,2,2,2,1,2008,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,1,41,2,1,4,7,False
4769,14,4,1,2,1,1,1,2,2,2,2,5,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,12,4,1,4,16,False
6709,5,4,1,2,1,5,-1,2,2,2,2,8,2008,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,2,4,21,3,1,4,7,False
1664,13,4,1,2,1,1,1,2,2,2,2,3,2000,1,-1,2,1,2,2,2,1,2,1,-1,1,1,4,5,1,1,23,4,1,4,15,False
7366,11,4,1,2,1,1,-1,2,2,2,2,6,2002,1,-1,1,2,2,1,2,2,2,1,-1,2,2,3,3,3,1,42,1,1,4,13,False
14009,7,4,2,2,1,1,-1,2,2,2,2,3,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,42,3,1,4,9,False
2655,7,4,1,2,1,1,-1,2,2,2,2,11,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,1,1,4,10,False
8179,8,4,1,2,1,2,-1,2,2,2,2,9,2005,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,4,22,3,1,4,10,False
5475,13,4,1,2,1,2,2,2,1,1,1,7,2000,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,41,2,1,4,15,False
11005,10,4,1,2,1,1,-1,2,2,2,2,12,2002,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,2,11,4,1,4,13,False
8245,5,4,2,2,1,1,-1,2,2,2,2,12,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,3,1,4,8,False
11170,15,4,1,2,1,1,1,2,2,2,2,7,1998,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,2,31,4,1,4,17,False
13699,11,4,2,2,1,1,-1,2,2,2,2,3,2002,1,-1,2,2,2,2,1,1,2,2,-1,2,2,4,5,1,3,11,3,1,4,13,False
10834,9,4,1,2,1,1,-1,2,2,2,2,5,2004,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,21,3,1,4,11,False
6302,13,4,1,2,1,3,2,2,2,2,2,4,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,4,1,4,15,False
8466,14,3,-1,-1,1,1,2,2,2,2,2,11,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,11,2,2,3,17,False
5228,4,4,1,2,1,1,-1,2,2,2,2,3,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,11,2,1,4,7,False
622,15,4,1,2,1,1,1,2,2,2,2,3,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,22,4,1,4,16,False
3589,13,4,1,2,1,2,2,1,2,2,2,4,2000,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,3,4,11,4,1,4,15,False
5679,6,4,1,2,1,1,-1,2,2,2,2,4,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,41,1,1,4,8,False
12731,15,4,2,1,1,1,2,2,1,2,2,6,1998,1,-1,1,2,2,2,2,1,2,2,1,1,1,3,3,4,4,12,4,1,4,17,False
5356,15,4,1,2,1,3,2,1,1,1,2,6,1997,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,2,4,11,3,1,4,18,True
3760,6,4,1,2,1,1,-1,1,2,2,2,7,2006,1,-1,2,2,1,2,2,2,2,1,-1,1,1,4,4,2,3,21,2,1,4,9,False
13310,6,4,2,2,1,2,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,31,2,1,4,9,False
1452,6,4,1,2,1,5,-1,1,2,2,2,1,2006,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,2,21,2,1,4,9,False
11399,7,4,1,2,1,1,-1,2,2,2,2,12,2005,1,-1,2,2,2,1,2,1,2,2,-1,2,2,4,5,2,3,11,3,1,4,10,False
1889,8,4,1,2,1,2,-1,2,2,2,2,9,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,2,1,4,11,False
1682,13,4,2,2,1,1,1,2,2,2,2,8,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,23,2,1,4,15,False
1957,13,4,1,2,1,4,2,2,2,2,2,5,2001,2,7,1,2,2,2,2,1,2,1,2,2,2,3,3,3,4,11,5,1,4,14,False
12303,8,4,1,2,1,4,-1,1,2,2,2,1,2004,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,3,4,13,2,1,4,11,False
5013,13,1,-1,-1,1,2,2,2,2,2,2,8,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,11,4,2,1,15,False
1824,5,4,1,2,1,2,-1,2,2,2,2,6,2008,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,4,4,42,1,1,4,7,False
3992,13,4,1,2,1,2,2,2,1,1,2,6,2000,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,1,3,41,4,1,4,15,False
